iter	Logloss
174	0.4107273378
175	0.4105774986
176	0.4104921166
177	0.4103961059
178	0.4102886009
179	0.410144901
180	0.4100442822
181	0.409919652
182	0.4098184515
183	0.4097281383
184	0.4096106482
185	0.4095179012
186	0.4094369869
187	0.4093232511
188	0.4092233692
189	0.409103775
190	0.4090254021
191	0.4089110278
192	0.4088263391
193	0.4086694976
194	0.4085949618
195	0.4084935654
196	0.4083773724
197	0.4082837171
198	0.4081836865
199	0.4081103862
200	0.4080167172
201	0.4079339625
202	0.4078370407
203	0.407719208
204	0.4076339587
205	0.4075675322
206	0.4074308328
207	0.4073576724
208	0.4072474087
209	0.4071671661
210	0.4070693498
211	0.4069971715
212	0.4069272315
213	0.4068409102
214	0.4067583539
215	0.4066755301
216	0.4065658604
217	0.4065005939
218	0.4064043267
219	0.4063198151
220	0.4062393528
221	0.406124773
222	0.4060663452
223	0.406013468
224	0.4059485626
225	0.4058928113
226	0.4058382755
227	0.4057599613
228	0.4056786838
229	0.4056232678
230	0.4055795012
231	0.4055148766
232	0.4054283728
233	0.4053332396
234	0.4052630094
235	0.4051922127
236	0.4051252889
237	0.4050582739
238	0.4050028918
239	0.4049282779
240	0.4048689842
241	0.4047949346
242	0.4047281856
243	0.4046804707
244	0.4045958102
245	0.4045366354
246	0.4044455312
247	0.4043723502
248	0.4043003176
249	0.4042164101
250	0.4041414275
251	0.404060875
252	0.4040148051
253	0.4039084857
254	0.4038470787
255	0.4037938173
256	0.403706705
257	0.4036222655
258	0.4035531132
259	0.4034760357
260	0.4033852454
261	0.4033215502
262	0.4032700039
263	0.4031959235
264	0.4031309681
265	0.4030721018
266	0.4030087371
267	0.4029696514
268	0.4029083625
269	0.4028385513
270	0.4027872494
271	0.4027291304
272	0.4026448114
273	0.4025810376
274	0.4025334147
275	0.4024387395
276	0.4023890752
277	0.4023107006
278	0.4022225798
279	0.4021681157
280	0.4020880506
281	0.4020286224
282	0.4019862479
283	0.4019251708
284	0.4018805553
285	0.4018095845
286	0.4017318283
287	0.401679623
288	0.4016360868
289	0.4015838016
290	0.4014989767
291	0.4014648033
292	0.40141765
293	0.401305395
294	0.4012522387
295	0.4011995745
296	0.4011406304
297	0.4010558037
298	0.401011185
299	0.4009581261
300	0.4009171157
301	0.4008778145
302	0.4008438314
303	0.4007930716
304	0.400749654
305	0.400674013
306	0.4005967877
307	0.4005647325
308	0.4004999491
309	0.4004373319
310	0.4003918689
311	0.4003181161
312	0.4002664771
313	0.4002275599
314	0.4001727024
315	0.4001109384
316	0.4000515144
317	0.3999816774
318	0.3999476955
319	0.3998774464
320	0.3998212831
321	0.3997820163
322	0.3997301503
323	0.3996870628
324	0.3996440291
325	0.3995749992
326	0.3995157296
327	0.3994625783
328	0.3993548023
329	0.3992998397
330	0.3992243842
331	0.3991674092
332	0.3990965626
333	0.3990460878
334	0.3989917767
335	0.398942117
336	0.3988757328
337	0.398844601
338	0.3987822821
339	0.3987321606
340	0.3987024496
341	0.3986675647
342	0.398628074
343	0.3985841498
344	0.398515906
345	0.3984762657
346	0.3984224323
347	0.3983435662
348	0.3982796603
349	0.3982371249
350	0.3982041722
351	0.3981531219
352	0.3980920277
353	0.3980338189
354	0.3979880951
355	0.3979414412
356	0.3978942687
357	0.397866392
358	0.3978160779
359	0.3977404667
360	0.3976926486
361	0.3976280208
362	0.3975848355
363	0.3975408645
364	0.3974816316
365	0.397436169
366	0.3973951804
367	0.3973265807
368	0.3972754877
369	0.3972110415
370	0.3971780291
371	0.397129174
372	0.3970900221
373	0.397042832
374	0.3969962351
375	0.396923805
376	0.396866614
377	0.3968355827
378	0.3967852143
379	0.3967266247
380	0.3966821429
381	0.3966128137
382	0.396549148
383	0.3965028724
384	0.3964655203
385	0.3963938574
386	0.3963575422
387	0.3963014701
388	0.3962660481
389	0.3962259296
390	0.3961984944
391	0.3961444993
392	0.396099698
393	0.3960768833
394	0.3960161737
395	0.3959472586
396	0.3958744301
397	0.3958298642
398	0.3957810713
399	0.3957342635
400	0.3956977206
401	0.3956616306
402	0.3956183989
403	0.39556507
404	0.3955320031
405	0.3954946738
406	0.3954425741
407	0.3954071797
408	0.3953289931
409	0.3952666354
410	0.3951997573
411	0.3951556111
412	0.3950988277
413	0.3950547748
414	0.3949956796
415	0.3949452214
416	0.3948902348
417	0.3948644998
418	0.3948121484
419	0.3947599743
420	0.3947202997
421	0.3946888516
422	0.3946403201
423	0.3945915797
424	0.394529327
425	0.3944988054
426	0.3944583775
427	0.394431882
428	0.3944019714
429	0.394338394
430	0.3942903075
431	0.3942265013
432	0.3941878134
433	0.3941343048
434	0.3940799046
435	0.3940420145
436	0.3940045638
437	0.3939391399
438	0.3938943934
439	0.3938272951
440	0.393769297
441	0.3937287328
442	0.3936860115
443	0.3936412515
444	0.3936170904
445	0.3935804395
446	0.3935096265
447	0.3934560642
448	0.3934119177
449	0.3933444342
450	0.3933194185
451	0.3932623685
452	0.3932168104
453	0.3931861223
454	0.3931421026
455	0.3931142569
456	0.3930774143
457	0.3930456654
458	0.3929818284
459	0.3929451817
460	0.3929282566
461	0.3929195572
462	0.3928771317
463	0.3928307085
464	0.3927996391
465	0.39276441
466	0.392762828
467	0.3927529992
468	0.3927157502
469	0.3926925206
470	0.3926806954
471	0.3926352037
472	0.3925783177
473	0.3925555116
474	0.3925233091
475	0.3924807595
476	0.3924191459
477	0.3923707129
478	0.3923252775
479	0.3922605994
480	0.3922578591
481	0.3922317986
482	0.3921716892
483	0.3921157016
484	0.3921097541
485	0.3920955247
486	0.3920722423
487	0.3920235788
488	0.3919551337
489	0.3919120062
490	0.3918904571
491	0.3918536555
492	0.3918107665
493	0.3917637567
494	0.3917267236
495	0.3916497001
496	0.3916119806
497	0.3915966122
498	0.391527466
499	0.391475222
500	0.3914061007
501	0.391365602
502	0.3913608514
503	0.391323526
504	0.3912628634
505	0.391254409
506	0.3912133339
507	0.3911724895
508	0.391130785
509	0.3910833719
510	0.3910793009
511	0.3910592927
512	0.3910216432
513	0.3909794827
514	0.3909371233
515	0.3909000813
516	0.3908941945
517	0.3908527274
518	0.3908163986
519	0.3907875012
520	0.3907387508
521	0.3907142582
522	0.3906916267
523	0.3906580151
524	0.3906318297
525	0.390588992
526	0.3905317102
527	0.3904713076
528	0.390429211
529	0.3903809992
530	0.3903441502
531	0.3902895387
532	0.3902525219
533	0.390201085
534	0.3901624288
535	0.3901334626
536	0.390119532
537	0.3900955341
538	0.3900505818
539	0.3900237715
540	0.3899664635
541	0.3899425152
542	0.389935996
543	0.3899331519
544	0.3899088783
545	0.3899081694
546	0.3898758979
547	0.3898381933
548	0.3898293948
549	0.3897978809
550	0.3897634272
551	0.3897582066
552	0.3897042533
553	0.3896760451
554	0.3896276012
555	0.3895830796
556	0.3895494645
557	0.3895079081
558	0.3895012085
559	0.3894441714
560	0.3894314634
561	0.3893987738
562	0.3893776219
563	0.3893440622
564	0.3892999278
565	0.3892701957
566	0.3892214278
567	0.3891985813
568	0.3891645103
569	0.3891177038
570	0.3890681606
571	0.3890551318
572	0.3890240835
573	0.3890089244
574	0.3890081464
575	0.388955416
576	0.3889013065
577	0.3888714133
578	0.3888413916
579	0.3888174914
580	0.3887902719
581	0.3887546368
582	0.3887280301
583	0.388694075
584	0.3886802516
585	0.3886420864
586	0.3886062074
587	0.3885801418
588	0.3885549933
589	0.3885096216
590	0.3884776992
591	0.388428401
592	0.3884260213
593	0.388386511
594	0.3883538716
595	0.3883052798
596	0.3882589728
597	0.3882299849
598	0.3881823433
599	0.3881358192
600	0.3881084302
601	0.3880656472
602	0.3880402673
603	0.3880063312
604	0.3879537143
605	0.3879011106
606	0.387844075
607	0.3877901293
608	0.387779538
609	0.3877514044
610	0.3877103728
611	0.3876542304
612	0.3876207167
613	0.3875717388
614	0.3875458467
615	0.387504924
616	0.3874501509
617	0.3874102024
618	0.3873851145
619	0.3873547643
620	0.38732076
621	0.3872695745
622	0.3872134092
623	0.3871680693
624	0.3871277614
625	0.3870953444
626	0.387069296
627	0.3870415755
628	0.3869942489
629	0.3869352453
630	0.3868897358
631	0.3868561329
632	0.3868311691
633	0.3867807053
634	0.3867453762
635	0.386711559
636	0.3866841836
637	0.3866535091
638	0.3866518149
639	0.3866227385
640	0.3865893421
641	0.3865288325
642	0.3864857592
643	0.3864796216
644	0.3864284162
645	0.3863713627
646	0.3863293664
647	0.3862827318
648	0.386232511
649	0.3862090622
650	0.3861974172
651	0.3861823282
652	0.3861439348
653	0.3861212138
654	0.3860711878
655	0.3860193229
656	0.3860001323
657	0.3859956982
658	0.3859950932
659	0.3859500387
660	0.3859130157
661	0.385885779
662	0.3858850875
663	0.3858612042
664	0.38582124
665	0.3857650833
666	0.3857341163
667	0.385698077
668	0.3856749357
669	0.3856246704
670	0.3855999569
671	0.3855710417
672	0.3855413133
673	0.3855075965
674	0.385472167
675	0.3854530202
676	0.3854270833
677	0.3853855267
678	0.3853579244
679	0.3853334056
680	0.3853017517
681	0.3852660499
682	0.3852292565
683	0.3852009001
684	0.3851460438
685	0.3851220003
686	0.3850996421
687	0.3850778542
688	0.3850491974
689	0.3850172197
690	0.3849769004
691	0.3849453247
692	0.3849424201
693	0.3848981835
694	0.3848475189
695	0.3848170684
696	0.3847741998
697	0.384723786
698	0.3847043517
699	0.3846600802
700	0.3846389267
701	0.3846145164
702	0.3845817384
703	0.3845468191
704	0.3845153078
705	0.3845109072
706	0.3844849305
707	0.3844332007
708	0.3843907027
709	0.3843713118
710	0.3843243265
711	0.3842992258
712	0.3842750441
713	0.3842356779
714	0.3841860838
715	0.3841556754
716	0.3841443388
717	0.3840944039
718	0.3840688735
719	0.3840347293
720	0.3839817246
721	0.3839580247
722	0.3839281844
723	0.3839083533
724	0.3838873
725	0.3838739087
726	0.3838387956
727	0.3838168599
728	0.383787477
729	0.3837531295
730	0.3837069382
731	0.3836767383
732	0.3836493857
733	0.3836220911
734	0.3835970979
735	0.3835702764
736	0.3835335383
737	0.3835004286
738	0.3834446323
739	0.3834320371
740	0.3834062651
741	0.3833660505
742	0.3833422972
743	0.3833162521
744	0.3832776871
745	0.3832499503
746	0.3832063307
747	0.3831711698
748	0.3831393793
749	0.3831158632
750	0.383085778
751	0.3830421061
752	0.383027376
753	0.3829840359
754	0.3829586722
755	0.3829259604
756	0.3828747264
757	0.3828377698
758	0.3827968456
759	0.3827594827
760	0.3827378246
761	0.3826973652
762	0.3826786575
763	0.3826405757
764	0.3826071398
765	0.382551313
766	0.3825128172
767	0.3824834045
768	0.3824424338
769	0.3824291022
770	0.3824034372
771	0.3823714193
772	0.3823226236
773	0.3822839592
774	0.3822411926
775	0.3822037593
776	0.3821495189
777	0.3821189365
778	0.3820802761
779	0.3820392922
780	0.3820083241
781	0.3819628857
782	0.3819075066
783	0.381870225
784	0.3818326111
785	0.3817917558
786	0.3817531634
787	0.3817284731
788	0.3816914252
789	0.3816409601
790	0.3816179263
791	0.3815891868
792	0.3815339787
793	0.3815106186
794	0.3814580749
795	0.3814278885
796	0.381385055
797	0.3813539763
798	0.3813229364
799	0.3812798846
800	0.3812387376
801	0.3812137156
802	0.3811917074
803	0.3811443343
804	0.3811079322
805	0.3810576373
806	0.3810156342
807	0.3809894669
808	0.3809703785
809	0.3809453259
810	0.3808960452
811	0.3808956823
812	0.3808714954
813	0.3808512356
814	0.380821816
815	0.380776368
816	0.3807463083
817	0.3807165753
818	0.3806992762
819	0.3806726226
820	0.3806466166
821	0.3806175451
822	0.3806172512
823	0.3805964442
824	0.3805463099
825	0.3805226056
826	0.3804802393
827	0.3804357393
828	0.3804032686
829	0.3803774816
830	0.3803486275
831	0.3803327375
832	0.3802999765
833	0.3802825904
834	0.3802469289
835	0.3802093091
836	0.3801808338
837	0.3801371695
838	0.3801163699
839	0.3800962192
840	0.3800605299
841	0.3800316516
842	0.3800031142
843	0.3799839442
844	0.379958892
845	0.3799081534
846	0.3798819048
847	0.3798486359
848	0.3798263116
849	0.3797885698
850	0.3797398699
851	0.3797176608
852	0.37967254
853	0.3796366129
854	0.3796145347
855	0.3795936662
856	0.3795448181
857	0.3795132376
858	0.3794896213
859	0.3794435426
860	0.3794101964
861	0.3793729459
862	0.3793486512
863	0.379348098
864	0.3793475966
865	0.3793286738
866	0.3793136143
867	0.3792783734
868	0.379251939
869	0.3792254069
870	0.3791906482
871	0.3791693874
872	0.3791186045
873	0.3791027068
874	0.3790617815
875	0.379061479
876	0.3790380888
877	0.3790072116
878	0.3789764259
879	0.3789277151
880	0.3788954512
881	0.3788582105
882	0.3788155717
883	0.3787825288
884	0.3787539145
885	0.3787170731
886	0.3787161741
887	0.3786893507
888	0.3786488312
889	0.3786111418
890	0.3785623261
891	0.3785367149
892	0.3785075547
893	0.3784779389
894	0.3784579259
895	0.3784165973
896	0.3783928238
897	0.3783438472
898	0.3783180628
899	0.3782753458
900	0.3782395259
901	0.3782001167
902	0.3781650251
903	0.3781471491
904	0.378110398
905	0.3780873582
906	0.3780616506
907	0.3780352094
908	0.37800678
909	0.3779727654
910	0.3779302259
911	0.3779145987
912	0.3778738311
913	0.3778527176
914	0.3778223354
915	0.3778047453
916	0.3777756302
917	0.3777600102
918	0.3777249124
919	0.3777000155
920	0.3776723011
921	0.3776312902
922	0.3776067721
923	0.3775760996
924	0.3775404948
925	0.3774960062
926	0.3774646423
927	0.3774355647
928	0.3773988053
929	0.3773650361
930	0.3773257108
931	0.37729434
932	0.3772502218
933	0.3772093226
934	0.3771839916
935	0.3771397808
936	0.377106946
937	0.3770853711
938	0.3770714017
939	0.3770708227
940	0.3770280484
941	0.3769969453
942	0.3769549075
943	0.3769520805
944	0.3769271295
945	0.3768989629
946	0.3768588359
947	0.3768199505
948	0.3767846068
949	0.3767582346
950	0.3767544911
951	0.3767247066
952	0.3766905298
953	0.3766679788
954	0.3766294141
955	0.3766055366
956	0.376576224
957	0.3765489412
958	0.3765152527
959	0.376499252
960	0.3764724519
961	0.376436468
962	0.3764008073
963	0.3763682761
964	0.3763408286
965	0.3763030766
966	0.3762650321
967	0.3762307322
968	0.3761975183
969	0.3761692653
970	0.3761377299
971	0.3761252381
972	0.3761021151
973	0.3760744085
974	0.3760659249
975	0.3760655533
976	0.3760368759
977	0.3760122332
978	0.3759796166
979	0.3759785879
980	0.3759336985
981	0.3759002354
982	0.3758858607
983	0.3758670981
984	0.3758447594
985	0.3758177188
986	0.3757940213
987	0.3757721026
988	0.375755939
989	0.375721114
990	0.3756985693
991	0.3756642241
992	0.3756420395
993	0.3756000713
994	0.3755874352
995	0.3755667239
996	0.3755571363
997	0.3755310565
998	0.3755068922
999	0.3754863835
1000	0.3754489974
1001	0.3754335934
1002	0.3754054637
1003	0.3753847776
1004	0.3753541742
1005	0.3753140373
1006	0.3752786972
1007	0.3752569666
1008	0.3752354391
1009	0.3752012762
1010	0.3751818783
1011	0.375161398
1012	0.3751363197
1013	0.3751161629
1014	0.3750915561
1015	0.3750753989
1016	0.3750378041
1017	0.3749978169
1018	0.374977459
1019	0.3749423237
1020	0.374910949
1021	0.3748912649
1022	0.3748640291
1023	0.3748383538
1024	0.3748079656
1025	0.3747656984
1026	0.3747360561
1027	0.3747008637
1028	0.3746840402
1029	0.3746729062
1030	0.3746461135
1031	0.3746117459
1032	0.3745911179
1033	0.374532671
1034	0.3744959466
1035	0.3744713922
1036	0.3744311157
1037	0.374413458
1038	0.3743866257
1039	0.3743596551
1040	0.3743422725
1041	0.3743158769
1042	0.3742755642
1043	0.3742247405
1044	0.3741911515
1045	0.3741546941
1046	0.374134432
1047	0.3741009154
1048	0.3740719846
1049	0.3740505283
1050	0.3740288212
1051	0.3739982367
1052	0.3739615149
1053	0.3739539336
1054	0.373934836
1055	0.3739150241
1056	0.3738922717
1057	0.3738477225
1058	0.3738131619
1059	0.3737935288
1060	0.3737705433
1061	0.3737539471
1062	0.3737393377
1063	0.3737133361
1064	0.3736727643
1065	0.3736295764
1066	0.3735881853
1067	0.3735635654
1068	0.3735634962
1069	0.3735353608
1070	0.3734918564
1071	0.3734596038
1072	0.3734197429
1073	0.3733903432
1074	0.3733630441
1075	0.3733346723
1076	0.3733096639
1077	0.3732882358
1078	0.3732520168
1079	0.3732255825
1080	0.3731951958
1081	0.3731715704
1082	0.3731423649
1083	0.3731184934
1084	0.3730855176
1085	0.3730639571
1086	0.3730629109
1087	0.3730522093
1088	0.3730148638
1089	0.3729831732
1090	0.3729510297
1091	0.3729240454
1092	0.3728997548
1093	0.3728654305
1094	0.3728415889
1095	0.3728371019
1096	0.372814542
1097	0.3727829277
1098	0.372782487
1099	0.3727627177
1100	0.3727461212
1101	0.3727107116
1102	0.372691718
1103	0.3726713509
1104	0.3726237992
1105	0.3725979283
1106	0.3725596509
1107	0.3725183156
1108	0.3724917496
1109	0.372460645
1110	0.3724385884
1111	0.3724148497
1112	0.3723898961
1113	0.3723660271
1114	0.3723469323
1115	0.3723201254
1116	0.3723042424
1117	0.3722904386
1118	0.3722595334
1119	0.372232276
1120	0.3721994748
1121	0.3721747433
1122	0.3721397404
1123	0.3721080835
1124	0.372090129
1125	0.3720694294
1126	0.3720482526
1127	0.3720183878
1128	0.3719955563
1129	0.3719854692
1130	0.3719706802
1131	0.3719497445
1132	0.3719150887
1133	0.3718890252
1134	0.3718451121
1135	0.3718019082
1136	0.3717763715
1137	0.3717518693
1138	0.371714589
1139	0.3716862521
1140	0.3716477665
1141	0.371631741
1142	0.3716045614
1143	0.3715718605
1144	0.3715569736
1145	0.3715287793
1146	0.3714954496
1147	0.3714800478
1148	0.3714538282
1149	0.3714199271
1150	0.3713863445
1151	0.3713718464
1152	0.3713498097
1153	0.3713172477
1154	0.3712826203
1155	0.3712495131
1156	0.3712144785
1157	0.371192701
1158	0.3711623713
1159	0.3711272916
1160	0.371095904
1161	0.3710734151
1162	0.3710410678
1163	0.371022274
1164	0.3710049767
1165	0.3709829607
1166	0.3709529456
1167	0.3709307584
1168	0.3709057091
1169	0.3708776042
1170	0.3708472545
1171	0.370826475
1172	0.370795902
1173	0.3707835412
1174	0.3707557918
1175	0.3707291639
1176	0.3707185317
1177	0.3706958556
1178	0.370660684
1179	0.3706315823
1180	0.3706306227
1181	0.3706249432
1182	0.3706246061
1183	0.3706018283
1184	0.370572307
1185	0.3705462845
1186	0.3705120602
1187	0.3704896459
1188	0.3704413445
1189	0.3704199856
1190	0.3704030445
1191	0.3703747157
1192	0.3703468976
1193	0.3703094811
1194	0.370268906
1195	0.3702393123
1196	0.3701997441
1197	0.3701725577
1198	0.3701466601
1199	0.3701334934
1200	0.3701329229
1201	0.3701325425
1202	0.370130615
1203	0.3701035643
1204	0.3700688768
1205	0.3700536692
1206	0.3700344594
1207	0.3700170393
1208	0.370010418
1209	0.3699739462
1210	0.3699393557
1211	0.3699198797
1212	0.3698821812
1213	0.3698540655
1214	0.3698383813
1215	0.3698112199
1216	0.3697744382
1217	0.3697420394
1218	0.3697246448
1219	0.3696943828
1220	0.3696586805
1221	0.3696255967
1222	0.3696051758
1223	0.3695770476
1224	0.3695587104
1225	0.3695401653
1226	0.3695241209
1227	0.3695032537
1228	0.3694838094
1229	0.3694834118
1230	0.3694507141
1231	0.3694329545
1232	0.3694149854
1233	0.3693866916
1234	0.3693725268
1235	0.3693473625
1236	0.3693324527
1237	0.3693135916
1238	0.3692840371
1239	0.369259839
1240	0.3692234732
1241	0.3691920228
1242	0.3691705715
1243	0.3691470824
1244	0.3691145503
1245	0.3690770665
1246	0.3690533179
1247	0.3690404371
1248	0.3690182961
1249	0.3689777259
1250	0.3689654357
1251	0.3689469901
1252	0.3689214104
1253	0.3688818865
1254	0.3688527263
1255	0.3688116966
1256	0.3687827623
1257	0.3687511052
1258	0.3687219462
1259	0.3687017098
1260	0.3686702461
1261	0.3686365899
1262	0.3686079901
1263	0.3685770363
1264	0.3685546559
1265	0.3685301521
1266	0.3685144899
1267	0.3685081878
1268	0.3684869191
1269	0.3684556769
1270	0.3684330288
1271	0.3684117672
1272	0.3683953242
1273	0.3683661274
1274	0.3683498232
1275	0.3683253177
1276	0.3683045293
1277	0.3682868074
1278	0.3682502988
1279	0.3682365005
1280	0.3682174891
1281	0.3681927918
1282	0.3681527353
1283	0.3681391516
1284	0.3681098193
1285	0.3680948456
1286	0.3680779183
1287	0.368046796
1288	0.3680103303
1289	0.3679829828
1290	0.3679548075
1291	0.3679286737
1292	0.3679106123
1293	0.367891682
1294	0.3678709314
1295	0.3678350199
1296	0.3678092574
1297	0.3677732094
1298	0.3677443385
1299	0.3677187511
1300	0.3676986615
1301	0.3676725037
1302	0.3676308997
1303	0.3675881472
1304	0.3675638657
1305	0.3675460834
1306	0.3675287249
1307	0.3675042154
1308	0.3674809839
1309	0.3674475002
1310	0.3674297185
1311	0.3674104726
1312	0.3673834699
1313	0.3673592172
1314	0.3673368572
1315	0.3673041566
1316	0.3672897988
1317	0.3672604872
1318	0.3672228602
1319	0.3671928385
1320	0.3671728801
1321	0.3671727072
1322	0.3671437752
1323	0.3671181614
1324	0.3670834688
1325	0.3670670269
1326	0.3670530054
1327	0.3670272673
1328	0.3669863077
1329	0.3669504438
1330	0.3669184336
1331	0.3669087949
1332	0.3668948169
1333	0.3668697887
1334	0.3668402069
1335	0.3668045639
1336	0.3667823212
1337	0.366752185
1338	0.366721447
1339	0.3666912167
1340	0.3666741271
1341	0.3666579841
1342	0.3666337111
1343	0.3666008793
1344	0.3665931877
1345	0.3665749926
1346	0.3665323815
1347	0.3665058205
1348	0.3664802006
1349	0.366439159
1350	0.3664170871
1351	0.3663909631
1352	0.3663663941
1353	0.3663363913
1354	0.3663138439
1355	0.3662931142
1356	0.3662694999
1357	0.3662464208
1358	0.3662152177
1359	0.3661804998
1360	0.3661529439
1361	0.3661386717
1362	0.3661209695
1363	0.3660923283
1364	0.3660709057
1365	0.366048328
1366	0.3660243635
1367	0.365990092
1368	0.3659631428
1369	0.3659364678
1370	0.3659167143
1371	0.3659104558
1372	0.3658864137
1373	0.3658560699
1374	0.3658266638
1375	0.3658005462
1376	0.3657771544
1377	0.3657468534
1378	0.3657325716
1379	0.3657141799
1380	0.365683138
1381	0.3656463631
1382	0.3656140005
1383	0.3655905967
1384	0.3655592542
1385	0.3655444355
1386	0.3655264965
1387	0.3655053939
1388	0.365480644
1389	0.3654471399
1390	0.3654259075
1391	0.3654031283
1392	0.365376721
1393	0.36534657
1394	0.3653263011
1395	0.3652986347
1396	0.3652819762
1397	0.3652628361
1398	0.3652310094
1399	0.3652172376
1400	0.36518555
1401	0.3651576511
1402	0.3651290197
1403	0.3651061898
1404	0.3650757507
1405	0.3650476687
1406	0.365039272
1407	0.3650389005
1408	0.3650110122
1409	0.3649897395
1410	0.3649676319
1411	0.3649436563
1412	0.3649068191
1413	0.3648835026
1414	0.3648524959
1415	0.3648272459
1416	0.3648040335
1417	0.3647731921
1418	0.3647529699
1419	0.3647240804
1420	0.3646940045
1421	0.3646662457
1422	0.3646441658
1423	0.3646060676
1424	0.3645741005
1425	0.3645528662
1426	0.364538299
1427	0.3645069258
1428	0.364493683
1429	0.3644683272
1430	0.3644465936
1431	0.3644143452
1432	0.3643897905
1433	0.364357154
1434	0.3643305858
1435	0.3643006329
1436	0.3642884457
1437	0.3642717569
1438	0.364240576
1439	0.3642185746
1440	0.3642022952
1441	0.3641816754
1442	0.3641508914
1443	0.3641262431
1444	0.3640973098
1445	0.3640905863
1446	0.3640708853
1447	0.3640690393
1448	0.364042897
1449	0.364015799
1450	0.3639976736
1451	0.3639677435
1452	0.363944101
1453	0.3639170896
1454	0.3638902239
1455	0.3638754997
1456	0.3638564994
1457	0.3638078886
1458	0.3637879249
1459	0.3637682047
1460	0.3637578052
1461	0.3637550994
1462	0.3637308536
1463	0.3637017716
1464	0.3636725367
1465	0.3636375729
1466	0.3636103571
1467	0.3635890749
1468	0.3635566203
1469	0.3635529807
1470	0.3635320661
1471	0.363504241
1472	0.3634809195
1473	0.3634494085
1474	0.3634135884
1475	0.363393669
1476	0.3633652274
1477	0.3633461836
1478	0.3633279504
1479	0.3633010413
1480	0.3632780974
1481	0.3632459715
1482	0.3632129124
1483	0.3631860023
1484	0.3631486232
1485	0.3631344117
1486	0.3631145122
1487	0.3630901436
1488	0.3630549013
1489	0.3630412705
1490	0.3630191646
1491	0.362982338
1492	0.3629581853
1493	0.3629357975
1494	0.3629194841
1495	0.3628958394
1496	0.3628663687
1497	0.3628487436
1498	0.3628326197
1499	0.3628201284
1500	0.36279627
1501	0.3627642159
1502	0.3627390502
1503	0.3627164832
1504	0.3626808879
1505	0.362667012
1506	0.3626393492
1507	0.3626218218
1508	0.3625909003
1509	0.3625589636
1510	0.362528907
1511	0.3625044558
1512	0.3624763927
