iter	Logloss
1513	0.3624546936
1514	0.3624255685
1515	0.3624196724
1516	0.3623875488
1517	0.3623762771
1518	0.3623545532
1519	0.3623142793
1520	0.3622925365
1521	0.3622676282
1522	0.362229254
1523	0.3622008906
1524	0.3621698577
1525	0.3621488269
1526	0.3621345598
1527	0.3621050672
1528	0.3620833193
1529	0.3620551204
1530	0.3620364048
1531	0.3620168368
1532	0.361986018
1533	0.3619718998
1534	0.3619422621
1535	0.3619215692
1536	0.3618930953
1537	0.3618670161
1538	0.3618482023
1539	0.3618258811
1540	0.3617922677
1541	0.3617837349
1542	0.361770405
1543	0.3617428309
1544	0.3617158526
1545	0.3617031457
1546	0.3616885957
1547	0.3616652125
1548	0.3616440892
1549	0.3616224524
1550	0.3615970681
1551	0.3615774093
1552	0.3615517776
1553	0.361524442
1554	0.3614957931
1555	0.361460836
1556	0.3614390684
1557	0.3614136356
1558	0.3613912956
1559	0.3613639274
1560	0.3613272799
1561	0.3612997712
1562	0.3612716675
1563	0.3612482511
1564	0.3612226293
1565	0.361194339
1566	0.3611716593
1567	0.3611483883
1568	0.361127036
1569	0.3611048863
1570	0.3610820122
1571	0.3610589738
1572	0.361040475
1573	0.3610118167
1574	0.3609859443
1575	0.3609677751
1576	0.3609421444
1577	0.3609099801
1578	0.3608820163
1579	0.3608555159
1580	0.3608399725
1581	0.3608042699
1582	0.3607695933
1583	0.360742888
1584	0.3607232565
1585	0.3606962193
1586	0.3606703566
1587	0.3606463698
1588	0.3606162474
1589	0.3605904396
1590	0.360560895
1591	0.3605375339
1592	0.3605044305
1593	0.3604885149
1594	0.3604657181
1595	0.3604395776
1596	0.3604261358
1597	0.3604013678
1598	0.3603765148
1599	0.3603545415
1600	0.3603271223
1601	0.3602963707
1602	0.3602695385
1603	0.3602415638
1604	0.3602167204
1605	0.3601974078
1606	0.3601689892
1607	0.3601495293
1608	0.3601201714
1609	0.3601020521
1610	0.3600842306
1611	0.3600700722
1612	0.3600422182
1613	0.3600247841
1614	0.360007856
1615	0.3599811978
1616	0.3599663468
1617	0.3599399263
1618	0.3599219494
1619	0.3598930751
1620	0.3598638745
1621	0.3598355334
1622	0.3598034355
1623	0.359782161
1624	0.3597605496
1625	0.3597357258
1626	0.3597089526
1627	0.3596855954
1628	0.3596635183
1629	0.3596400692
1630	0.3596237142
1631	0.3595964466
1632	0.3595701584
1633	0.3595469989
1634	0.3595135859
1635	0.3594813083
1636	0.3594576903
1637	0.3594450783
1638	0.3594301739
1639	0.3594066412
1640	0.3593844089
1641	0.3593559
1642	0.3593436546
1643	0.3593097496
1644	0.3592889673
1645	0.3592620224
1646	0.3592328983
1647	0.3592182564
1648	0.3591963242
1649	0.3591689687
1650	0.3591487323
1651	0.3591336211
1652	0.3591184508
1653	0.3590912101
1654	0.3590770235
1655	0.3590580237
1656	0.359035495
1657	0.3590008985
1658	0.3589806078
1659	0.3589730526
1660	0.3589584182
1661	0.3589322834
1662	0.3589213222
1663	0.3589064009
1664	0.3589062626
1665	0.3589059861
1666	0.3588892327
1667	0.3588608448
1668	0.3588401763
1669	0.3588213169
1670	0.3587979442
1671	0.3587733334
1672	0.3587487473
1673	0.3587300928
1674	0.3587023455
1675	0.358685996
1676	0.3586598556
1677	0.3586328832
1678	0.3586119838
1679	0.3585881972
1680	0.3585658574
1681	0.3585461339
1682	0.358516878
1683	0.3584881295
1684	0.3584686441
1685	0.3584519943
1686	0.3584318679
1687	0.3584100743
1688	0.3583848793
1689	0.3583844817
1690	0.3583584787
1691	0.3583426676
1692	0.3583249153
1693	0.3583087737
1694	0.3582793553
1695	0.3582719214
1696	0.3582590842
1697	0.3582244357
1698	0.358182918
1699	0.3581812754
1700	0.3581607508
1701	0.3581342439
1702	0.3581089372
1703	0.3581087817
1704	0.3580873441
1705	0.358071492
1706	0.3580577698
1707	0.3580276867
1708	0.3579986576
1709	0.357976708
1710	0.3579530205
1711	0.3579415228
1712	0.3579256934
1713	0.3579035292
1714	0.3578932938
1715	0.3578756647
1716	0.3578602945
1717	0.357840602
1718	0.3577961583
1719	0.3577763373
1720	0.3577656875
1721	0.3577643304
1722	0.3577421062
1723	0.3577169212
1724	0.3576948602
1725	0.3576789601
1726	0.3576603636
1727	0.3576389102
1728	0.3576081862
1729	0.3575975518
1730	0.357582389
1731	0.3575556882
1732	0.3575342781
1733	0.3575067969
1734	0.357484971
1735	0.3574730219
1736	0.3574729787
1737	0.3574377866
1738	0.3574232896
1739	0.3573955823
1740	0.3573729253
1741	0.3573519046
1742	0.357320552
1743	0.3573143798
1744	0.3572917301
1745	0.3572843733
1746	0.3572634793
1747	0.3572303885
1748	0.3572136683
1749	0.3571870297
1750	0.3571674482
1751	0.3571486825
1752	0.357136668
1753	0.3571222231
1754	0.3570992183
1755	0.3570760254
1756	0.357064597
1757	0.3570500817
1758	0.3570220162
1759	0.3569963547
1760	0.3569773548
1761	0.3569522235
1762	0.3569219474
1763	0.3569011567
1764	0.3568715334
1765	0.3568556129
1766	0.3568380853
1767	0.3568172321
1768	0.3567853892
1769	0.3567639583
1770	0.3567394857
1771	0.3567222216
1772	0.3567023766
1773	0.3566676019
1774	0.3566367976
1775	0.3566080399
1776	0.3565884869
1777	0.3565758923
1778	0.3565481226
1779	0.3565297253
1780	0.3565012249
1781	0.3564861843
1782	0.3564616832
1783	0.356448137
1784	0.3564271393
1785	0.356409989
1786	0.3563845961
1787	0.3563588574
1788	0.3563419237
1789	0.3563127712
1790	0.3562942968
1791	0.3562684187
1792	0.3562407732
1793	0.3562146566
1794	0.3561912475
1795	0.3561751163
1796	0.3561491722
1797	0.3561284977
1798	0.3561048969
1799	0.3560774582
1800	0.3560509436
1801	0.3560369573
1802	0.3560091903
1803	0.3559860248
1804	0.3559692987
1805	0.3559561247
1806	0.355938775
1807	0.3559128254
1808	0.3558892676
1809	0.3558531228
1810	0.3558439076
1811	0.3558333191
1812	0.3558193911
1813	0.3557927325
1814	0.3557633248
1815	0.3557475745
1816	0.3557226698
1817	0.3556938488
1818	0.3556683652
1819	0.3556547067
1820	0.3556237353
1821	0.3556030324
1822	0.3555732504
1823	0.355546314
1824	0.3555285843
1825	0.3554989012
1826	0.3554622227
1827	0.3554450607
1828	0.3554264134
1829	0.35541738
1830	0.3553993845
1831	0.3553841187
1832	0.355346392
1833	0.3553178154
1834	0.3553037929
1835	0.3552832239
1836	0.3552682703
1837	0.3552489762
1838	0.3552216712
1839	0.3552014951
1840	0.355185544
1841	0.3551516619
1842	0.3551298605
1843	0.3551077555
1844	0.3550869385
1845	0.3550672306
1846	0.3550486966
1847	0.3550330248
1848	0.3550075862
1849	0.3549889845
1850	0.3549690495
1851	0.3549465288
1852	0.3549257587
1853	0.3549208137
1854	0.3548892348
1855	0.3548541611
1856	0.3548316315
1857	0.354803812
1858	0.3547916218
1859	0.3547616938
1860	0.3547334125
1861	0.3547159587
1862	0.3546980892
1863	0.354671843
1864	0.3546471435
1865	0.3546301328
1866	0.3546148905
1867	0.3545945668
1868	0.3545791293
1869	0.3545517471
1870	0.3545301674
1871	0.3544987641
1872	0.3544769024
1873	0.3544532853
1874	0.3544290722
1875	0.3544025991
1876	0.3543929687
1877	0.3543773549
1878	0.3543566398
1879	0.3543389246
1880	0.3543049008
1881	0.3542726964
1882	0.3542632303
1883	0.3542355643
1884	0.3542207056
1885	0.3542021268
1886	0.3541882263
1887	0.3541685112
1888	0.35415678
1889	0.3541482387
1890	0.3541393806
1891	0.3541160361
1892	0.3540914919
1893	0.3540752415
1894	0.354051701
1895	0.3540293532
1896	0.354010664
1897	0.3539789268
1898	0.3539537517
1899	0.3539431093
1900	0.3539150892
1901	0.3539017758
1902	0.3538808697
1903	0.3538601753
1904	0.3538286197
1905	0.3537985845
1906	0.3537844069
1907	0.3537663421
1908	0.3537415313
1909	0.3537265497
1910	0.353705851
1911	0.3536778483
1912	0.353665468
1913	0.3536444506
1914	0.3536271534
1915	0.3536015167
1916	0.3535742004
1917	0.3535476613
1918	0.3535282198
1919	0.3535046241
1920	0.353477679
1921	0.3534498697
1922	0.3534355478
1923	0.3534215251
1924	0.3533974498
1925	0.3533802632
1926	0.3533517607
1927	0.3533325246
1928	0.3533027529
1929	0.3532743494
1930	0.3532520392
1931	0.3532262051
1932	0.3531976203
1933	0.3531663038
1934	0.3531515042
1935	0.3531380439
1936	0.3531154647
1937	0.3530942352
1938	0.3530603076
1939	0.3530392923
1940	0.3530183728
1941	0.3529888068
1942	0.3529652093
1943	0.3529375031
1944	0.3529142207
1945	0.3528882863
1946	0.3528602995
1947	0.3528485842
1948	0.3528266127
1949	0.352808554
1950	0.3527822318
1951	0.3527614145
1952	0.3527472569
1953	0.3527311672
1954	0.3527050266
1955	0.3526784367
1956	0.352640653
1957	0.3526263981
1958	0.3526047193
1959	0.3525713881
1960	0.3525648611
1961	0.3525325918
1962	0.3525145944
1963	0.3524888792
1964	0.3524642693
1965	0.3524438602
1966	0.3524187986
1967	0.3523951981
1968	0.3523871846
1969	0.3523616716
1970	0.3523335814
1971	0.3523122092
1972	0.3522924294
1973	0.3522790117
1974	0.3522460713
1975	0.3522256461
1976	0.3521913039
1977	0.3521662158
1978	0.3521435239
1979	0.3521232667
1980	0.3521052066
1981	0.3520853393
1982	0.3520736187
1983	0.3520493021
1984	0.3520179481
1985	0.3519988854
1986	0.3519725629
1987	0.3519518863
1988	0.3519319351
1989	0.3519097876
1990	0.3519003031
1991	0.3518852977
1992	0.3518694347
1993	0.3518502289
1994	0.3518271041
1995	0.3518091908
1996	0.3517800762
1997	0.3517613756
1998	0.3517270924
1999	0.3517106395
