run,cv,pub,priv,trial_id,timestamp,cv_cost,proxy_public,proxy_private,t_low,t_high,param_scale_pos_weight,param_num_leaves,param_lr,param_n_est,param_min_child,param_subsample,param_colsample,param_alpha,param_beta,param_max_depth,param_min_child_weight,param_min_split_gain,param_reg_alpha,param_reg_lambda,param_bagging_freq,param_max_bin,param_use_hop2,param_blend_weight
4.0,4456150.0,2219800.0,2230100.0,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,4448250.0,2220150.0,2224500.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,4481300.0,2228700.0,2247350.0,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,4475650.0,2232100.0,2242900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,4521900.0,2250500.0,2269100.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1.0,2025-12-26T12:58:53.747470,4362850.0,2179300.0,2183150.0,0.18,0.66,2.0,31.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,2.0,2025-12-26T12:59:31.296380,4374650.0,2186000.0,2186250.0,0.19,0.67,2.0,31.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,3.0,2025-12-26T13:00:06.393634,4393150.0,2192550.0,2198000.0,0.18,0.68,2.0,31.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,4.0,2025-12-26T13:00:39.832941,4425400.0,2212400.0,2211000.0,0.16,0.66,2.0,31.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,5.0,2025-12-26T13:01:30.411276,4352600.0,2164350.0,2188050.0,0.18,0.68,2.0,63.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,6.0,2025-12-26T13:02:14.960438,4366650.0,2177100.0,2189400.0,0.16,0.67,2.0,63.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,7.0,2025-12-26T13:02:57.085308,4414500.0,2203400.0,2205050.0,0.18,0.6900000000000001,2.0,63.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,8.0,2025-12-26T13:03:38.319295,4441500.0,2210100.0,2229750.0,0.13,0.67,2.0,63.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,9.0,2025-12-26T13:04:43.444741,4364150.0,2176900.0,2186550.0,0.16,0.66,2.0,127.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,10.0,2025-12-26T13:05:42.604991,4397800.0,2196250.0,2200550.0,0.14,0.67,2.0,127.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,11.0,2025-12-26T13:06:38.383226,4424400.0,2212550.0,2211100.0,0.12,0.68,2.0,127.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,12.0,2025-12-26T13:07:31.919660,4496050.0,2243850.0,2251600.0,0.09,0.6900000000000001,2.0,127.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,13.0,2025-12-26T13:08:13.029101,4363700.0,2178250.0,2182950.0,0.23,0.71,2.5,31.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,14.0,2025-12-26T13:08:49.917801,4375650.0,2181600.0,2193350.0,0.22,0.71,2.5,31.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,15.0,2025-12-26T13:09:25.697514,4392550.0,2193750.0,2197150.0,0.21,0.71,2.5,31.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,16.0,2025-12-26T13:09:58.614854,4421750.0,2209050.0,2206900.0,0.19,0.72,2.5,31.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,17.0,2025-12-26T13:10:48.014605,4358100.0,2171950.0,2184250.0,0.22,0.7000000000000001,2.5,63.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,18.0,2025-12-26T13:11:33.010096,4376400.0,2177950.0,2192250.0,0.18,0.7000000000000001,2.5,63.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,19.0,2025-12-26T13:12:15.485287,4422450.0,2210600.0,2208200.0,0.17,0.7000000000000001,2.5,63.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,20.0,2025-12-26T13:12:55.011550,4451050.0,2223800.0,2226650.0,0.15,0.73,2.5,63.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,21.0,2025-12-26T13:14:00.282666,4370100.0,2182750.0,2183100.0,0.17,0.71,2.5,127.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,22.0,2025-12-26T13:14:58.526755,4401400.0,2194750.0,2206650.0,0.16,0.6900000000000001,2.5,127.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,23.0,2025-12-26T13:15:53.925698,4446350.0,2222000.0,2223550.0,0.13,0.7000000000000001,2.5,127.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,24.0,2025-12-26T13:16:46.376078,4512500.0,2260550.0,2250500.0,0.1,0.6900000000000001,2.5,127.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,25.0,2025-12-26T13:17:27.464088,4370250.0,2180150.0,2185450.0,0.23,0.75,3.0,31.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,26.0,2025-12-26T13:18:03.795477,4382950.0,2186700.0,2189500.0,0.24,0.74,3.0,31.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,27.0,2025-12-26T13:18:39.254879,4396300.0,2196400.0,2199850.0,0.24,0.73,3.0,31.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,28.0,2025-12-26T13:19:12.153492,4411150.0,2203850.0,2206700.0,0.21,0.74,3.0,31.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,29.0,2025-12-26T13:20:02.048630,4361650.0,2173250.0,2187950.0,0.25,0.75,3.0,63.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,30.0,2025-12-26T13:20:46.404371,4392050.0,2193150.0,2197350.0,0.2,0.75,3.0,63.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,31.0,2025-12-26T13:21:28.170177,4407200.0,2207350.0,2197300.0,0.18,0.75,3.0,63.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,32.0,2025-12-26T13:22:08.092393,4485350.0,2242750.0,2241950.0,0.17,0.75,3.0,63.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,33.0,2025-12-26T13:23:12.615206,4377850.0,2183150.0,2191200.0,0.19,0.74,3.0,127.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,34.0,2025-12-26T13:24:11.281107,4407150.0,2204850.0,2199400.0,0.16,0.73,3.0,127.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,35.0,2025-12-26T13:25:06.409419,4454650.0,2225250.0,2227100.0,0.14,0.72,3.0,127.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,36.0,2025-12-26T13:25:58.714737,4517900.0,2252400.0,2260350.0,0.09,0.74,3.0,127.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,37.0,2025-12-26T13:26:40.123213,4371200.0,2182100.0,2186350.0,0.28,0.76,3.5,31.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,38.0,2025-12-26T13:27:16.648903,4375050.0,2181150.0,2190400.0,0.26,0.77,3.5,31.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,39.0,2025-12-26T13:27:51.208417,4391000.0,2194050.0,2195850.0,0.26,0.77,3.5,31.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,40.0,2025-12-26T13:28:24.227140,4415950.0,2213400.0,2202300.0,0.23,0.78,3.5,31.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,41.0,2025-12-26T13:29:14.805757,4363800.0,2175250.0,2188550.0,0.26,0.77,3.5,63.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,42.0,2025-12-26T13:29:58.531674,4376950.0,2189550.0,2187400.0,0.25,0.77,3.5,63.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,43.0,2025-12-26T13:30:41.069824,4410650.0,2206350.0,2203050.0,0.22,0.77,3.5,63.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,44.0,2025-12-26T13:31:21.959375,4467700.0,2231400.0,2235300.0,0.17,0.77,3.5,63.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,45.0,2025-12-26T13:32:27.533562,4378500.0,2188100.0,2189400.0,0.22,0.77,3.5,127.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,46.0,2025-12-26T13:33:25.022691,4414250.0,2205850.0,2208200.0,0.19,0.78,3.5,127.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,47.0,2025-12-26T13:34:21.450241,4436250.0,2223500.0,2211600.0,0.16,0.74,3.5,127.0,0.03,1500.0,20.0,,,,,,,,,,,,,
,,,,48.0,2025-12-26T13:35:15.025869,4547400.0,2271750.0,2274900.0,0.11,0.77,3.5,127.0,0.05,1500.0,20.0,,,,,,,,,,,,,
,,,,49.0,2025-12-26T13:35:56.511633,4366300.0,2174050.0,2185450.0,0.3,0.8,4.0,31.0,0.01,1500.0,20.0,,,,,,,,,,,,,
,,,,50.0,2025-12-26T13:36:33.123948,4381100.0,2192800.0,2186150.0,0.29,0.79,4.0,31.0,0.02,1500.0,20.0,,,,,,,,,,,,,
,,,,1.0,2025-12-26T14:43:36.367793,4605250.0,2293900.0,2310450.0,0.14,0.61,1.5,31.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,2.0,2025-12-26T14:44:13.798171,4660900.0,2304200.0,2353400.0,0.13,0.63,1.5,31.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,3.0,2025-12-26T14:44:49.011090,4698200.0,2325600.0,2370300.0,0.11,0.62,1.5,31.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,4.0,2025-12-26T14:45:22.238734,4784450.0,2383350.0,2400800.0,0.11,0.62,1.5,31.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,5.0,2025-12-26T14:46:13.271672,4602700.0,2286750.0,2314200.0,0.14,0.61,1.5,63.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,6.0,2025-12-26T14:46:58.216496,4691700.0,2328150.0,2361850.0,0.1,0.62,1.5,63.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,7.0,2025-12-26T14:47:41.037813,4740050.0,2358250.0,2381700.0,0.1,0.63,1.5,63.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,8.0,2025-12-26T14:48:22.113238,4811600.0,2400550.0,2406400.0,0.08,0.63,1.5,63.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,9.0,2025-12-26T14:49:27.910058,4574850.0,2273800.0,2299800.0,0.13,0.61,1.5,127.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,10.0,2025-12-26T14:50:26.265878,4696850.0,2335600.0,2361000.0,0.09,0.6,1.5,127.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,11.0,2025-12-26T14:51:22.071776,4731050.0,2373200.0,2346350.0,0.08,0.63,1.5,127.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,12.0,2025-12-26T14:52:16.306032,4793750.0,2397450.0,2391300.0,0.04,0.65,1.5,127.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,13.0,2025-12-26T14:52:59.124983,4609400.0,2296200.0,2310850.0,0.18,0.68,2.0,31.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,14.0,2025-12-26T14:53:35.754954,4673300.0,2314650.0,2357650.0,0.15,0.65,2.0,31.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,15.0,2025-12-26T14:54:10.612479,4770350.0,2357900.0,2411250.0,0.14,0.67,2.0,31.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,16.0,2025-12-26T14:54:43.939211,4799600.0,2395800.0,2403500.0,0.13,0.6900000000000001,2.0,31.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,17.0,2025-12-26T14:55:34.744737,4619850.0,2295000.0,2318050.0,0.16,0.67,2.0,63.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,18.0,2025-12-26T14:56:19.211864,4703350.0,2347600.0,2355200.0,0.13,0.66,2.0,63.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,19.0,2025-12-26T14:57:01.304014,4766800.0,2371100.0,2395700.0,0.11,0.67,2.0,63.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,20.0,2025-12-26T14:57:41.724336,4866550.0,2423350.0,2440350.0,0.1,0.68,2.0,63.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,1.0,2025-12-26T14:59:16.811447,4333400.0,2162700.0,2170400.0,0.15,0.61,1.5,31.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,2.0,2025-12-26T14:59:51.093650,4318150.0,2158950.0,2158550.0,0.14,0.6,1.5,31.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,3.0,2025-12-26T15:00:23.634526,4334400.0,2167800.0,2165700.0,0.14,0.6,1.5,31.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,4.0,2025-12-26T15:00:54.894698,4375550.0,2186950.0,2188600.0,0.13,0.61,1.5,31.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,5.0,2025-12-26T15:01:41.578653,4314800.0,2150250.0,2161200.0,0.15,0.6,1.5,63.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,6.0,2025-12-26T15:02:22.750409,4338700.0,2165600.0,2172900.0,0.13,0.61,1.5,63.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,7.0,2025-12-26T15:03:01.896648,4353450.0,2181100.0,2172350.0,0.12,0.6,1.5,63.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,8.0,2025-12-26T15:03:39.034759,4406450.0,2201400.0,2204500.0,0.11,0.62,1.5,63.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,9.0,2025-12-26T15:04:39.175406,4312000.0,2153550.0,2157850.0,0.13,0.6,1.5,127.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,10.0,2025-12-26T15:05:33.152436,4348850.0,2172700.0,2175800.0,0.11,0.62,1.5,127.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,11.0,2025-12-26T15:06:24.984623,4404700.0,2196350.0,2203600.0,0.11,0.64,1.5,127.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,12.0,2025-12-26T15:07:14.198423,4455000.0,2220300.0,2233800.0,0.08,0.64,1.5,127.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,13.0,2025-12-26T15:07:53.157081,4330050.0,2161850.0,2167300.0,0.2,0.67,2.0,31.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,14.0,2025-12-26T15:08:27.365705,4327450.0,2162800.0,2163000.0,0.18,0.67,2.0,31.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,15.0,2025-12-26T15:09:00.706008,4346500.0,2167850.0,2177750.0,0.17,0.65,2.0,31.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,16.0,2025-12-26T15:09:31.823742,4371100.0,2188450.0,2181650.0,0.17,0.67,2.0,31.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,17.0,2025-12-26T15:10:18.677740,4325200.0,2159850.0,2164150.0,0.19,0.66,2.0,63.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,18.0,2025-12-26T15:10:59.829538,4334950.0,2165650.0,2169300.0,0.17,0.67,2.0,63.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,19.0,2025-12-26T15:11:38.394817,4357300.0,2178000.0,2175250.0,0.15,0.66,2.0,63.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,20.0,2025-12-26T15:12:15.138722,4436350.0,2216050.0,2218950.0,0.13,0.67,2.0,63.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,21.0,2025-12-26T15:13:15.038100,4328000.0,2156200.0,2170950.0,0.16,0.67,2.0,127.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,22.0,2025-12-26T15:14:09.369393,4358550.0,2177550.0,2180650.0,0.14,0.64,2.0,127.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,23.0,2025-12-26T15:15:00.495034,4417400.0,2208550.0,2201800.0,0.13,0.66,2.0,127.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,24.0,2025-12-26T15:15:48.685136,4479950.0,2233050.0,2245150.0,0.09,0.68,2.0,127.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,25.0,2025-12-26T15:16:27.203311,4329950.0,2160850.0,2167950.0,0.22,0.7000000000000001,2.5,31.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,26.0,2025-12-26T15:17:01.298619,4338150.0,2171000.0,2162950.0,0.2,0.72,2.5,31.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,27.0,2025-12-26T15:17:33.291703,4353000.0,2180550.0,2172450.0,0.2,0.72,2.5,31.0,0.03,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,28.0,2025-12-26T15:18:03.962326,4368950.0,2189300.0,2179200.0,0.17,0.71,2.5,31.0,0.05,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,29.0,2025-12-26T15:18:50.198043,4325050.0,2159650.0,2164000.0,0.22,0.72,2.5,63.0,0.01,1500.0,20.0,0.8,0.8,,,,,,,,,,,
,,,,30.0,2025-12-26T15:19:31.564416,4332800.0,2166500.0,2166300.0,0.19,0.7000000000000001,2.5,63.0,0.02,1500.0,20.0,0.8,0.8,,,,,,,,,,,
